Club,Type,Target,Total,Side,Shot Quality,Date,Lie,End Lie,Quality,Notes
 4H, Approach,274.1470681,93.97441424,-7, 10 Handicap, 2025-12-29 04:46:52 +0000, Fairway, Fairway, Low, #straight#low
 4H, Approach,183.6017169,119.9293238,3, 20 Handicap, 2025-12-29 04:46:52 +0000, Fairway, Rough, Low, #straight#low
 PW, Approach,67.39193617,74.70495568,-5, 10 Handicap, 2025-12-29 04:46:52 +0000, Rough, Rough, Low, #straight#low
 Pu, Short,7.841910586,6.501207426,4, Pro, 2025-12-29 04:46:52 +0000, Rough, Green, ,
 Pu, Putting,1.423985583,1.423985583,3, 25 Handicap, 2025-12-29 04:46:52 +0000, Green, Green, short,
 Pu, Putting,0.6096,0,4, Pro, 2025-12-29 04:46:52 +0000, Green, Green, holed,
 Dr, Driving,353.3209429,178.5302115,36, 15 Handicap, 2025-12-29 21:37:55 +0000, Tee, Rough, Center, #slice#straight#normal
 6I, Approach,180.8207826,29.00656054,4, 15 Handicap, 2025-12-29 21:37:55 +0000, Rough, Fairway, Center, #straight#low#intended
 4H, Approach,160.9560655,73.53788998,5, 15 Handicap, 2025-12-29 21:37:55 +0000, Fairway, Fairway, Low, #straight#low
 7I, Approach,90.4967295,86.81399821,15, 20 Handicap, 2025-12-29 21:37:55 +0000, Fairway, Rough, Toe, #push#low
 PW, Short,21.48986309,17.30117237,4, 0 Handicap, 2025-12-29 21:37:55 +0000, Rough, Green, Center, #straight#low
 Pu, Putting,4.21474022,4.21474022,5, 25 Handicap, 2025-12-29 21:37:55 +0000, Green, Green, left,
 Pu, Putting,0.6096,0,-6, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 7I, Approach,139.9589205,113.0597282,-7, 15 Handicap, 2025-12-29 21:37:55 +0000, Tee, Rough, Center, #straight#normal#intended
 Pu, Short,27.02344783,37.04004422,-4, 15 Handicap, 2025-12-29 21:37:55 +0000, Rough, Rough, ,
 Pu, Short,10.13275517,8.157310638,-7, Pro, 2025-12-29 21:37:55 +0000, Rough, Green, ,
 Pu, Putting,2.118218351,2.118218351,7, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 4H, Driving,295.1183291,71.47794719,0, 25 Handicap, 2025-12-29 21:37:55 +0000, Tee, Rough, Heel, #pull#low
 6I, Approach,223.8874806,102.0695149,7, 10 Handicap, 2025-12-29 21:37:55 +0000, Rough, Rough, Center, #straight#low#intended
 6I, Approach,125.5834998,114.7005511,3, 10 Handicap, 2025-12-29 21:37:55 +0000, Rough, Rough, Center, #straight#low#intended
 SW, Short,14.55581805,22.87529548,-7, 10 Handicap, 2025-12-29 21:37:55 +0000, Rough, Green, Center, #straight#low#intended
 Pu, Putting,9.932846375,4.900939541,-4, 25 Handicap, 2025-12-29 21:37:55 +0000, Green, Green, short,
 Pu, Putting,5.560584252,5.560584252,-6, 25 Handicap, 2025-12-29 21:37:55 +0000, Green, Green, short,
 Pu, Putting,0.6096,0,-5, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 Dr, Driving,497.7899006,63.68347015,0, 25 Handicap, 2025-12-29 21:37:55 +0000, Tee, Tee, Heel, #pull#low
 4H, Driving,444.9472065,138.6744806,6, 20 Handicap, 2025-12-29 21:37:55 +0000, Tee, Fairway, Center, #straight#normal#intended
 4H, Approach,313.4291789,143.1868639,-5, 5 Handicap, 2025-12-29 21:37:55 +0000, Fairway, Fairway, Center, #straight#normal#intended
 5H, Approach,171.2894852,115.7601285,-7, 20 Handicap, 2025-12-29 21:37:55 +0000, Fairway, Rough, Center, #straight#normal#intended
 PW, Approach,69.58592868,56.85556277,-6, 5 Handicap, 2025-12-29 21:37:55 +0000, Rough, Green, Center, #straight#normal#intended
 Pu, Putting,14.33843417,14.33843417,-4, Pro, 2025-12-29 21:37:55 +0000, Green, Green, short,
 Pu, Putting,0.7,0,-5, 25 Handicap, 2025-12-29 21:37:55 +0000, Green, Green, long,
 Pu, Putting,0.6096,0,4, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 5H, Approach,149.0388753,139.6048286,5, Pro, 2025-12-29 21:37:55 +0000, Tee, Green, Center, #straight#normal#intended
 Pu, Putting,9.43564076,10.70064489,7, 25 Handicap, 2025-12-29 21:37:55 +0000, Green, Green, long,
 Pu, Putting,1.43732304,1.43732304,-7, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 Dr, Driving,399.8613496,149.3147786,3, 25 Handicap, 2025-12-29 21:37:55 +0000, Tee, Fairway, Center, #straight#normal#intended
 4H, Approach,257.2529671,117.0202274,-5, 5 Handicap, 2025-12-29 21:37:55 +0000, Fairway, Fairway, Center, #straight#normal#intended
 5H, Approach,144.7245138,45.60316667,-5, 20 Handicap, 2025-12-29 21:37:55 +0000, Fairway, Fairway, Low, #straight#low
 7I, Approach,99.12610364,103.2802623,19, 20 Handicap, 2025-12-29 21:37:55 +0000, Fairway, Rough, Toe, #push#normal
 9I, Short,21.53949824,33.29078027,-4, 20 Handicap, 2025-12-29 21:37:55 +0000, Rough, Rough, Low, #straight#low
 Pu, Short,11.76672991,9.538299872,4, Pro, 2025-12-29 21:37:55 +0000, Rough, Green, ,
 Pu, Putting,2.252171659,2.252171659,3, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 5H, Approach,145.9094377,108.1366132,-7, 15 Handicap, 2025-12-29 21:37:55 +0000, Tee, Fairway, Low, #straight#low
 SW, Short,38.16032423,45.758552,4, 5 Handicap, 2025-12-29 21:37:55 +0000, Fairway, Green, Center, #straight#high#intended
 Pu, Putting,8.267782253,8.267782253,-6, 5 Handicap, 2025-12-29 21:37:55 +0000, Green, Green, short,
 Pu, Putting,0.6096,0,5, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 Dr, Driving,350.1388096,84.5790233,-5, 25 Handicap, 2025-12-29 21:37:55 +0000, Tee, Fairway, Low, #low
 4H, Approach,265.9318274,148.566145,5, 5 Handicap, 2025-12-29 21:37:55 +0000, Fairway, Fairway, Center, #straight#normal#intended
 6I, Approach,117.945319,101.6243032,14, 15 Handicap, 2025-12-29 21:37:55 +0000, Fairway, Rough, High, #push#normal
 PW, Short,19.56382081,8.055420717,7, 20 Handicap, 2025-12-29 21:37:55 +0000, Rough, Rough, Low, #straight#low
 Pu, Short,12.19845511,10.48182103,7, Elite Am, 2025-12-29 21:37:55 +0000, Rough, Green, ,
 Pu, Putting,2.431394281,2.431394281,-4, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 Dr, Driving,264.9674274,158.0984435,-6, 15 Handicap, 2025-12-29 21:37:55 +0000, Tee, Rough, Center, #fade#straight#normal
 6I, Approach,115.2712539,73.06154799,3, 20 Handicap, 2025-12-29 21:37:55 +0000, Rough, Sand, Low, #straight#low
 PW, Short,42.55846219,26.73127537,5, 15 Handicap, 2025-12-29 21:37:55 +0000, Sand, Rough, Low, #straight#low
 PW, Short,18.77002671,30.84943741,7, 20 Handicap, 2025-12-29 21:37:55 +0000, Rough, Rough, , #straight#low#intended
 , Short,16.50927946,10.42444583,-3, 5 Handicap, 2025-12-29 21:37:55 +0000, Rough, Green, ,
 , Putting,6.201531826,6.201531826,3, 25 Handicap, 2025-12-29 21:37:55 +0000, Green, Green, short,
 Pu, Putting,3,0,3, 25 Handicap, 2025-12-29 21:37:55 +0000, Green, Green, short,
 Pu, Putting,0.6096,0,-4, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 5H, Approach,146.3950514,141.0949797,0, 10 Handicap, 2025-12-29 21:37:55 +0000, Tee, Sand, Center, #pull#normal
 SW, Short,13.92526527,2.351414547,4, 20 Handicap, 2025-12-29 21:37:55 +0000, Sand, Rough, Center, #straight#normal#intended
 Pu, Short,11.58544667,9.975539487,3, Pro, 2025-12-29 21:37:55 +0000, Rough, Green, ,
 Pu, Putting,1.931610134,1.931610134,-6, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 Dr, Driving,420.4436862,91.71002322,-15, 25 Handicap, 2025-12-29 21:37:55 +0000, Tee, Rough, Heel, #draw#straight
 4H, Approach,328.7339854,106.6191305,-3, 15 Handicap, 2025-12-29 21:37:55 +0000, Rough, Rough, Center, #straight#normal#intended
 4H, Approach,228.0794422,123.71088,7, 5 Handicap, 2025-12-29 21:37:55 +0000, Rough, Fairway, Center, #straight#normal#intended
 7I, Approach,112.4445201,109.2046977,-6, 5 Handicap, 2025-12-29 21:37:55 +0000, Fairway, Green, Center, #fade#straight#normal
 Pu, Putting,13.60572575,13.60572575,-4, Pro, 2025-12-29 21:37:55 +0000, Green, Green, short,
 Pu, Putting,0.6096,0,-3, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 4H, Driving,291.9698014,99.35710896,7, 25 Handicap, 2025-12-29 21:37:55 +0000, Tee, Rough, Center, #straight#normal
 4H, Approach,192.7763389,172.2015142,-4, 5 Handicap, 2025-12-29 21:37:55 +0000, Rough, Rough, Center, #straight#normal#intended
 SW, Short,28.0615342,9.116301961,-6, 15 Handicap, 2025-12-29 21:37:55 +0000, Rough, Fairway, Center, #straight#high#intended
 Pu, Short,20.6371341,23.2854736,-4, 5 Handicap, 2025-12-29 21:37:55 +0000, Fairway, Green, right,
 Pu, Putting,3.127518516,2.860658949,-4, 25 Handicap, 2025-12-29 21:37:55 +0000, Green, Green, short,
 Pu, Putting,0.551159363,2.418706664,-4, 25 Handicap, 2025-12-29 21:37:55 +0000, Green, Green, short,
 Pu, Putting,2.454387359,2.454387359,-6, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 4H, Approach,168.0360271,92.29167632,15, 20 Handicap, 2025-12-29 21:37:55 +0000, Tee, Rough, Low, #push#low
 PW, Approach,78.34511156,72.86112393,3, 10 Handicap, 2025-12-29 21:37:55 +0000, Rough, Sand, Low, #straight#low
 SW, Short,16.58027187,18.64195357,-4, 10 Handicap, 2025-12-29 21:37:55 +0000, Sand, Green, Center, #straight#normal#intended
 Pu, Putting,12.93507182,10.43505806,4, 25 Handicap, 2025-12-29 21:37:55 +0000, Green, Green, short,
 Pu, Putting,3.145177408,3.145177408,5, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 Dr, Driving,327.6544842,166.5983846,6, 5 Handicap, 2025-12-29 21:37:55 +0000, Tee, Fairway, Center, #straight#normal#intended
 4H, Approach,167.3845703,147.9781268,20, 15 Handicap, 2025-12-29 21:37:55 +0000, Fairway, Rough, Center, #push#normal
 PW, Short,27.93746469,26.62420938,-3, 5 Handicap, 2025-12-29 21:37:55 +0000, Rough, Green, Center, #straight#low
 Pu, Putting,5.942449144,5.16964763,-3, 25 Handicap, 2025-12-29 21:37:55 +0000, Green, Green, short,
 Pu, Putting,0.807921657,0.807921657,-6, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 Pu, Approach,138.7666202,123.4555406,7, 15 Handicap, 2025-12-29 21:37:55 +0000, Fairway, Rough, Center, #straight#normal#intended
 PW, Short,15.52280101,12.25657076,6, 0 Handicap, 2025-12-29 21:37:55 +0000, Rough, Green, Low, #straight#low#intended
 Pu, Putting,3.354922425,3.354922425,4, 25 Handicap, 2025-12-29 21:37:55 +0000, Green, Green, right,
 Pu, Putting,0.6096,0,-4, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 Dr, Driving,397.7889629,135.8622542,4, 25 Handicap, 2025-12-29 21:37:55 +0000, Tee, Rough, High, #straight#high
 4H, Approach,262.7618642,205.0482963,-6, Pro, 2025-12-29 21:37:55 +0000, Rough, Fairway, High, #straight#low
 PW, Approach,63.71541418,37.55508182,4, 25 Handicap, 2025-12-29 21:37:55 +0000, Fairway, Rough, Low, #straight#low
 PW, Short,27.76603625,28.85182961,3, Pro, 2025-12-29 21:37:55 +0000, Rough, Green, Low, #straight#low#intended
 Pu, Putting,3.531114616,3.531114616,3, 25 Handicap, 2025-12-29 21:37:55 +0000, Green, Green, short,
 Pu, Putting,0.6096,0,-3, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 Dr, Driving,306.1167124,152.6826418,41, 20 Handicap, 2025-12-29 21:37:55 +0000, Tee, Rough, Center, #slice#straight#high
 4H, Approach,170.7197219,115.2912031,5, 15 Handicap, 2025-12-29 21:37:55 +0000, Rough, Rough, Center, #straight#normal#intended
 8I, Approach,95.91958265,76.10238289,-7, 15 Handicap, 2025-12-29 21:37:55 +0000, Rough, Rough, Center, #straight#low#intended
 9I, Short,25.65805814,18.72103612,-6, 5 Handicap, 2025-12-29 21:37:55 +0000, Rough, Green, Center,
 Pu, Putting,9.577143788,9.577143788,4, Elite Am, 2025-12-29 21:37:55 +0000, Green, Green, right,
 Pu, Putting,0.6096,0,3, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 Dr, Driving,359.6325769,155.4942381,-4, 15 Handicap, 2025-12-29 21:37:55 +0000, Tee, Fairway, Center, #straight#normal#intended
 4H, Approach,215.2403494,160.8653419,-3, 25 Handicap, 2025-12-29 21:37:55 +0000, Fairway, Recovery, Center, #straight#normal#intended
 9I, Approach,73.67213307,61.45105909,4, Pro, 2025-12-29 21:37:55 +0000, Recovery, Fairway, Center, #straight#normal#intended
 Pu, Short,13.02809441,12.85754028,4, Pro, 2025-12-29 21:37:55 +0000, Fairway, Green, ,
 Pu, Putting,1.483210851,1.483210851,-4, 25 Handicap, 2025-12-29 21:37:55 +0000, Green, Green, right,
 Pu, Putting,0.6096,0,-4, Pro, 2025-12-29 21:37:55 +0000, Green, Green, holed,
 Dr, Driving,323.988846,152.2217193,-12, 15 Handicap, 2026-01-03 19:12:53 +0000, Tee, Rough, Center, #draw#straight#normal
 4H, Approach,173.4500433,86.956987,5, 15 Handicap, 2026-01-03 19:12:53 +0000, Rough, Rough, Low, #straight#low
 9I, Approach,89.94707854,24.62962155,6, 15 Handicap, 2026-01-03 19:12:53 +0000, Rough, Fairway, Low, #straight#low
 SW, Approach,65.31965612,46.03405665,-5, 15 Handicap, 2026-01-03 19:12:53 +0000, Fairway, Fairway, Center, #straight#high
 PW, Short,19.36210041,26.96790888,4, 10 Handicap, 2026-01-03 19:12:53 +0000, Fairway, Green, Center, #straight#low#intended
 Pu, Putting,8.564565324,4.797980328,-6, 25 Handicap, 2026-01-03 19:12:53 +0000, Green, Green, short,
 Pu, Putting,3.830084423,3.830084423,4, 25 Handicap, 2026-01-03 19:12:53 +0000, Green, Green, short,
 Pu, Putting,0.6096,0,3, Pro, 2026-01-03 19:12:53 +0000, Green, Green, holed,
 8I, Approach,105.7673383,108.567298,58, 20 Handicap, 2026-01-03 19:12:53 +0000, Tee, Rough, Toe, #slice#push#low
 8I, Short,37.2127816,37.9692903,3, Elite Am, 2026-01-03 19:12:53 +0000, Rough, Green, Center, #straight#normal#intended
 Pu, Putting,5.836139099,5.836139099,4, 25 Handicap, 2026-01-03 19:12:53 +0000, Green, Green, short,
 Pu, Putting,0.6096,0,5, Pro, 2026-01-03 19:12:53 +0000, Green, Green, holed,
 Dr, Driving,295.2197857,193.3009804,-6, Elite Am, 2026-01-03 19:12:53 +0000, Tee, Fairway, Center, #straight#normal#intended
 7I, Approach,113.3019662,125.2912177,0, 20 Handicap, 2026-01-03 19:12:53 +0000, Fairway, Rough, Center, #pull#normal
 PW, Short,22.31760803,17.41752398,6, 5 Handicap, 2026-01-03 19:12:53 +0000, Rough, Green, Center, #straight#low#intended
 Pu, Putting,5.60528812,5.60528812,-3, 25 Handicap, 2026-01-03 19:12:53 +0000, Green, Green, right,
 Pu, Putting,0.6096,0,3, Pro, 2026-01-03 19:12:53 +0000, Green, Green, holed,
 Dr, Driving,341.2679311,169.8961872,6, 15 Handicap, 2026-01-03 19:12:53 +0000, Tee, Rough, Center, #fade#straight#low
 4H, Approach,179.6863748,97.95772779,-4, 5 Handicap, 2026-01-03 19:12:53 +0000, Rough, Fairway, Low, #straight#low
 PW, Approach,81.75437595,82.57805927,0, 20 Handicap, 2026-01-03 19:12:53 +0000, Fairway, Rough, Center, #pull#normal
 PW, Short,18.43457272,23.14941166,7, 5 Handicap, 2026-01-03 19:12:53 +0000, Rough, Green, Center, #straight#low#intended
 Pu, Putting,4.715997393,4.716134164,-4, 25 Handicap, 2026-01-03 19:12:53 +0000, Green, Green, left,
 Pu, Putting,0.6096,0,-3, Pro, 2026-01-03 19:12:53 +0000, Green, Green, holed,
 Dr, Driving,351.4267511,64.10720665,-7, 25 Handicap, 2026-01-03 19:12:53 +0000, Tee, Recovery, Low, #straight#low
 4H, Approach,301.7931122,56.31739968,3, 10 Handicap, 2026-01-03 19:12:53 +0000, Recovery, Rough, Low, #straight#low
 4H, Approach,250.0053263,131.8771708,3, 5 Handicap, 2026-01-03 19:12:53 +0000, Rough, Rough, Center, #fade#straight#low
 5H, Approach,134.0206979,119.6641765,-3, 10 Handicap, 2026-01-03 19:12:53 +0000, Rough, Rough, Center, #straight#high#intended
 Pu, Short,17.71115595,17.06084054,-4, Elite Am, 2026-01-03 19:12:53 +0000, Rough, Green, ,
 Pu, Putting,3.213273819,3.213273819,6, 25 Handicap, 2026-01-03 19:12:53 +0000, Green, Green, left,
 Pu, Putting,0.6096,0,3, Pro, 2026-01-03 19:12:53 +0000, Green, Green, holed,
 Dr, Driving,371.5726796,187.21403,-17, 15 Handicap, 2026-01-03 19:12:53 +0000, Tee, Rough, Center, #draw#straight#normal#intended
 6I, Approach,185.4840921,119.9242432,-6, 5 Handicap, 2026-01-03 19:12:53 +0000, Rough, Fairway, Center, #straight#low#intended
 SW, Approach,68.48015057,58.05813886,7, 15 Handicap, 2026-01-03 19:12:53 +0000, Fairway, Fairway, Center, #straight#normal#intended
 Pu, Short,10.49953038,11.18381399,-7, 20 Handicap, 2026-01-03 19:12:53 +0000, Fairway, Fairway, ,
 Pu, Short,0.812290329,0.812290329,-6, Pro, 2026-01-03 19:12:53 +0000, Fairway, Green, holed,
 Dr, Driving,363.0871759,171.9820171,5, 15 Handicap, 2026-01-03 19:12:53 +0000, Tee, Rough, Center, #fade#straight#normal#intended
 4H, Approach,193.5312704,155.3381814,16, 5 Handicap, 2026-01-03 19:12:53 +0000, Rough, Rough, Center, #push#normal
 SW, Short,40.25358499,31.37689764,4, 10 Handicap, 2026-01-03 19:12:53 +0000, Rough, Fairway, Low, #straight#low
 Pu, Short,9.118602002,18.8775681,3, 15 Handicap, 2026-01-03 19:12:53 +0000, Fairway, Green, Center, #straight#normal#intended
 Pu, Putting,9.798997108,9.798997108,4, Elite Am, 2026-01-03 19:12:53 +0000, Green, Green, long,
 Pu, Putting,0.7,0,3, 25 Handicap, 2026-01-03 19:12:53 +0000, Green, Green, right,
 Pu, Putting,0.6096,0,-5, Pro, 2026-01-03 19:12:53 +0000, Green, Green, holed,
 7I, Approach,122.0930158,116.4852566,0, 10 Handicap, 2026-01-03 19:12:53 +0000, Tee, Rough, Center, #pull#normal
 PW, Short,10.48578967,24.15823214,-7, 25 Handicap, 2026-01-03 19:12:53 +0000, Rough, Rough, Center,
 Pu, Short,14.33779401,8.925600769,-3, 5 Handicap, 2026-01-03 19:12:53 +0000, Rough, Green, ,
 Pu, Putting,5.663329169,5.663329169,3, 25 Handicap, 2026-01-03 19:12:53 +0000, Green, Green, short,
 Pu, Putting,0.6096,0,6, Pro, 2026-01-03 19:12:53 +0000, Green, Green, holed,
 Dr, Driving,402.9631022,181.9455986,3, 15 Handicap, 2026-01-03 19:12:53 +0000, Tee, Fairway, Center, #straight#normal#intended
 4H, Approach,225.9292318,161.492861,-5, 5 Handicap, 2026-01-03 19:12:53 +0000, Fairway, Fairway, Center, #straight#normal#intended
 PW, Approach,67.33483615,79.07604961,-5, 5 Handicap, 2026-01-03 19:12:53 +0000, Fairway, Green, Low, #straight#low
 Pu, Putting,11.89279505,11.89279505,7, Pro, 2026-01-03 19:12:53 +0000, Green, Green, right,
 Pu, Putting,0.6096,0,-3, Pro, 2026-01-03 19:12:53 +0000, Green, Green, holed,
 5H, Approach,144.6363681,140.7408599,0, 5 Handicap, 2026-01-03 19:12:53 +0000, Tee, Green, Center, #pull#normal#intended
 Pu, Putting,17.00359162,12.50545851,4, 25 Handicap, 2026-01-03 19:12:53 +0000, Green, Green, short,
 Pu, Putting,5.784907864,5.784907864,3, 25 Handicap, 2026-01-03 19:12:53 +0000, Green, Green, left,
 Pu, Putting,0.6096,0,-3, Pro, 2026-01-03 19:12:53 +0000, Green, Green, holed,
 Dr, Driving,465.703584,225.3813459,-3, 0 Handicap, 2026-01-03 19:12:53 +0000, Tee, Fairway, Center, #fade#straight#normal#intended
 4H, Approach,240.4246666,145.8101435,-7, 5 Handicap, 2026-01-03 19:12:53 +0000, Fairway, Fairway, Center, #straight#normal#intended
 8I, Approach,95.90140356,113.6774046,-6, 20 Handicap, 2026-01-03 19:12:53 +0000, Fairway, Rough, Center, #straight#normal#intended
 PW, Short,17.79946376,4.246599673,5, 20 Handicap, 2026-01-03 19:12:53 +0000, Rough, Rough, Low, #straight#low
 Pu, Short,16.20815517,16.20815517,6, Pro, 2026-01-03 19:12:53 +0000, Rough, Green, ,
 Pu, Putting,0.6096,0,6, Pro, 2026-01-03 19:12:53 +0000, Green, Green, holed,
 5H, Approach,141.8040126,80.39453686,-3, 20 Handicap, 2026-01-03 19:12:53 +0000, Tee, Rough, Low, #straight#low
 PW, Approach,61.44344775,70.12063696,15, 10 Handicap, 2026-01-03 19:12:53 +0000, Rough, Rough, Center, #push#normal
 PW, Short,11.51894642,16.75483996,-4, 10 Handicap, 2026-01-03 19:12:53 +0000, Rough, Green, Center, #straight#low#intended
 Pu, Putting,6.537349588,6.537349588,4, 20 Handicap, 2026-01-03 19:12:53 +0000, Green, Green, left,
 Pu, Putting,0.6096,0,4, Pro, 2026-01-03 19:12:53 +0000, Green, Green, holed,
 Dr, Driving,280.3044918,188.6516879,-7, 0 Handicap, 2026-01-03 19:12:53 +0000, Tee, Fairway, Center, #straight#normal#intended
 8I, Approach,101.5490688,104.8274423,10, 15 Handicap, 2026-01-03 19:12:53 +0000, Fairway, Rough, Center, #push#normal
 PW, Short,13.36721165,14.87964433,-3, 5 Handicap, 2026-01-03 19:12:53 +0000, Rough, Green, Center, #straight#low#intended
 Pu, Putting,4.030722173,4.030722173,5, 25 Handicap, 2026-01-03 19:12:53 +0000, Green, Green, left,
 Pu, Putting,0.6096,0,-3, Pro, 2026-01-03 19:12:53 +0000, Green, Green, holed,
 Dr, Driving,214.0746349,190.5285798,-10, 10 Handicap, 2026-01-03 19:12:53 +0000, Tee, Fairway, High, #straight#draw
 SW, Short,38.49674323,53.67921582,-7, 10 Handicap, 2026-01-03 19:12:53 +0000, Fairway, Green, Low, #straight#normal
 Pu, Putting,15.19536094,13.4265626,-4, 25 Handicap, 2026-01-03 19:12:53 +0000, Green, Green, left,
 Pu, Putting,3.575953014,3.575953014,-3, 25 Handicap, 2026-01-03 19:12:53 +0000, Green, Green, left,
 Pu, Putting,0.6096,0,-6, Pro, 2026-01-03 19:12:53 +0000, Green, Green, holed,
 4H, Approach,141.6018072,156.3005047,5, 10 Handicap, 2026-01-03 19:12:53 +0000, Tee, Rough, Center, #straight#normal#intended
